dataset,field,type,nullable,unit,definition_pt,definition_en,interpretation,source,caveat
municipality_health_region_crosswalk,health_region_name,str,False,documented_in_data_dictionary,Health region name.,Health region name.,Membership under fixed end-2024 health-region geography.,MDB_ANALYTICAL_2024_2,Membership under fixed end-2024 health-region geography.
territorial_intelligence,release_id,str,False,documented_in_data_dictionary,Release id.,Release id.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,geography_version,str,False,documented_in_data_dictionary,Geography version.,Geography version.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,intelligence_version,str,False,documented_in_data_dictionary,Intelligence version.,Intelligence version.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,radar_ruleset_version,str,False,documented_in_data_dictionary,Radar ruleset version.,Radar ruleset version.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,decomposition_version,str,False,documented_in_data_dictionary,Decomposition version.,Decomposition version.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,peer_method_version,str,False,documented_in_data_dictionary,Peer method version.,Peer method version.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,health_region_code,str,False,documented_in_data_dictionary,Health region code.,Health region code.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,health_region_name,str,False,documented_in_data_dictionary,Health region name.,Health region name.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,uf,str,False,documented_in_data_dictionary,Uf.,Uf.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,need_high,bool,False,documented_in_data_dictionary,Need high.,Need high.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,capacity_low,bool,False,documented_in_data_dictionary,Capacity low.,Capacity low.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,mismatch_marked_positive,bool,False,documented_in_data_dictionary,Mismatch marked positive.,Mismatch marked positive.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,capacity_component_low,bool,False,documented_in_data_dictionary,Capacity component low.,Capacity component low.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,spatial_hh_mismatch,bool,False,documented_in_data_dictionary,Spatial hh mismatch.,Spatial hh mismatch.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,zero_registered_beds,bool,False,documented_in_data_dictionary,Zero registered beds.,Zero registered beds.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,small_suicide_count,bool,False,documented_in_data_dictionary,Small suicide count.,Small suicide count.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,matched_signal_families,int16,False,documented_in_data_dictionary,Matched signal families.,Matched signal families.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,suicide_contribution,float64,False,documented_in_data_dictionary,Suicide contribution.,Suicide contribution.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,admissions_contribution,float64,False,documented_in_data_dictionary,Admissions contribution.,Admissions contribution.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,caps_contribution,float64,False,documented_in_data_dictionary,Caps contribution.,Caps contribution.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,beds_contribution,float64,False,documented_in_data_dictionary,Beds contribution.,Beds contribution.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,psychiatrist_contribution,float64,False,documented_in_data_dictionary,Psychiatrist contribution.,Psychiatrist contribution.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
territorial_intelligence,decomposition_sum,float64,False,documented_in_data_dictionary,Decomposition sum.,Decomposition sum.,Investigation signals; no automatic policy recommendation.,MDB_ANALYTICAL_2024_2,Investigation signals; no automatic policy recommendation.
health_region_peers,release_id,str,False,documented_in_data_dictionary,Release id.,Release id.,"Structural comparators, not similar performance.",MDB_ANALYTICAL_2024_2,"Structural comparators, not similar performance."
health_region_peers,peer_method_version,str,False,documented_in_data_dictionary,Peer method version.,Peer method version.,"Structural comparators, not similar performance.",MDB_ANALYTICAL_2024_2,"Structural comparators, not similar performance."
health_region_peers,health_region_code,str,False,documented_in_data_dictionary,Health region code.,Health region code.,"Structural comparators, not similar performance.",MDB_ANALYTICAL_2024_2,"Structural comparators, not similar performance."
health_region_peers,peer_health_region_code,str,False,documented_in_data_dictionary,Peer health region code.,Peer health region code.,"Structural comparators, not similar performance.",MDB_ANALYTICAL_2024_2,"Structural comparators, not similar performance."
health_region_peers,peer_rank,int64,False,documented_in_data_dictionary,Peer rank.,Peer rank.,"Structural comparators, not similar performance.",MDB_ANALYTICAL_2024_2,"Structural comparators, not similar performance."
health_region_peers,structural_distance,float64,False,documented_in_data_dictionary,Distância entre comparadores estruturais baseada apenas nas variáveis estruturais travadas.,Distance between structural comparators using only locked structural features.,"Structural comparators, not similar performance.",MDB_ANALYTICAL_2024_2,"Structural comparators, not similar performance."
